Product ID;Obraz;Nazwa;Kategoria;Cena (netto);Cena (brutto);Ilość
11;http://localhost:8080/img/images/MARIETA-MENCIA-ROSE-075L.jpg;MARIETA MENCIA ROSE 0,75L;Nowości;65,99;65,99;22
12;http://localhost:8080/img/images/CANEROCK-JAMAICA-RUM-07L-40.jpg;CANEROCK JAMAICA RUM 0,7L 40%;Nowości;195,00;195,00;18
13;http://localhost:8080/img/images/ANGELS-ENVY-PORT-FINISH-BOURBON-07L-433.jpg;ANGEL'S ENVY PORT FINISH BOURBON 0,7L 43,3%;Bourbon;325,00;325,00;19
14;http://localhost:8080/img/images/BAKERS-7YO-BOURBON-07L-535.jpg;BAKER'S 7YO BOURBON 0,7L 53,5%;Bourbon;345,00;345,00;16
15;http://localhost:8080/img/images/BASIL-HAYDENS-8YO-BOURBON--07L-40.jpg;BASIL HAYDEN'S 8YO BOURBON  0,7L 40%;Bourbon;275,00;275,00;25
16;http://localhost:8080/img/images/BENCHMARK-OLD-NO.8-BRAND-BOURBON-07L-40.jpg;BENCHMARK OLD NO.8 BRAND BOURBON 0,7L 40%;Bourbon;110,00;110,00;10
17;http://localhost:8080/img/images/BUFFALO-TRACE-BOURBON-07L-40.jpg;BUFFALO TRACE BOURBON 0,7L 40%;Bourbon;129,00;129,00;25
18;http://localhost:8080/img/images/BULLEIT-10YO-BOURBON-07L-456.jpg;BULLEIT 10YO BOURBON 0,7L 45,6%;Bourbon;185,00;185,00;26
19;http://localhost:8080/img/images/BULLEIT-BOURBON-07L-45.jpg;BULLEIT BOURBON 0,7L 45%;Bourbon;119,00;119,00;27
20;http://localhost:8080/img/images/BULLEIT-RYE-BOURBON-07L-45.jpg;BULLEIT RYE BOURBON 0,7L 45%;Bourbon;145,00;145,00;15
21;http://localhost:8080/img/images/EAGLE-RARE-10YO-SINGLE-BARREL-BOURBON-07L-45.jpg;EAGLE RARE 10YO SINGLE BARREL BOURBON 0,7L 45%;Bourbon;280,00;280,00;19
22;http://localhost:8080/img/images/EVAN-WILLIAMS-4YO-BOURBON-07L-50.jpg;EVAN WILLIAMS 4YO BOURBON 0,7L 50%;Bourbon;130,00;130,00;29
23;http://localhost:8080/img/images/FOUR-ROSES--BOURBON--07L-40.jpg;FOUR ROSES  BOURBON  0,7L 40%;Bourbon;110,00;110,00;21
24;http://localhost:8080/img/images/FOUR-ROSES-SMALL-BATCH-BOURBON-07L-45.jpg;FOUR ROSES SMALL BATCH BOURBON 0,7L 45%;Bourbon;195,00;195,00;22
25;http://localhost:8080/img/images/ABSINTH-MR.-JEKYLL-ABSYNT-07L-55-W-SKRZYNCE-DREWNIANEJ.jpg;ABSINTH MR. JEKYLL ABSYNT 0,7L 55% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;155,00;155,00;29
26;http://localhost:8080/img/images/ABSINTHE-LE-DIABLE-BLEU-ABSYNT-07L-80-W-SKRZYNCE-DREWNIANEJ.jpg;ABSINTHE LE DIABLE BLEU ABSYNT 0,7L 80% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;225,00;225,00;16
27;http://localhost:8080/img/images/ABSOLUT-BLUE-VODKA-07L-40-W-SKRZYNCE-DREWNIANEJ.jpg;ABSOLUT BLUE VODKA 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;115,00;115,00;28
28;http://localhost:8080/img/images/ABSOLUT-BLUE-VODKA-07L-40-W-SKRZYNCE-DREWNIANEJ-+-6-KIELISZKÓW.jpg;ABSOLUT BLUE VODKA 0,7L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;165,00;165,00;15
29;http://localhost:8080/img/images/ABSOLUT-BLUE-VODKA-07L-40-W-SKRZYNCE-DREWNIANEJ-+-CZEKOLADKI.jpg;ABSOLUT BLUE VODKA 0,7L 40% W SKRZYNCE DREWNIANEJ + CZEKOLADKI;Alkohol na prezent;145,00;145,00;16
30;http://localhost:8080/img/images/ABSOLUT-LIME-VODKA-07L-40-W-SKRZYNCE-DREWNIANEJ-+-6-KIELISZKÓW.jpg;ABSOLUT LIME VODKA 0,7L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;180,00;180,00;26
31;http://localhost:8080/img/images/ADAM-MICKIEWICZ-PREMIUM-WÓDKA-05L-40-W-SKRZYNCE-DREWNIANEJ-+-6-KIELISZKÓW.jpg;ADAM MICKIEWICZ PREMIUM WÓDKA 0,5L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;155,00;155,00;27
32;http://localhost:8080/img/images/AMUNDSEN-VODKA-07L-40-W-SKRZYNCE-DREWNIANEJ-+-6-KIELISZKÓW.jpg;AMUNDSEN VODKA 0,7L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;170,00;170,00;27
33;http://localhost:8080/img/images/ANGOSTURA-5YO-RUM-07L-40-W-SKRZYNCE-DREWNIANEJ.jpg;ANGOSTURA 5YO RUM 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;165,00;165,00;26
34;http://localhost:8080/img/images/ANGOSTURA-RESERVA-WHITE-RUM-07L-375-W-SKRZYNCE-DREWNIANEJ.jpg;ANGOSTURA RESERVA WHITE RUM 0,7L 37,5% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;145,00;145,00;16
35;http://localhost:8080/img/images/ARARAT-3YO-BRANDY-07L-40-W-SKRZYNCE-DREWNIANEJ.jpg;ARARAT 3YO BRANDY 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;140,00;140,00;26
36;http://localhost:8080/img/images/ARARAT-OTBORNY-7YO-BRANDY-07L-40-W-SKRZYNCE-DREWNIANEJ.jpg;ARARAT OTBORNY 7YO BRANDY 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;210,00;210,00;18
37;http://localhost:8080/img/images/ABERFELDY-12YO-THE-GOLDEN-DRAM-WHISKY-07L-40.jpg;ABERFELDY 12YO THE GOLDEN DRAM WHISKY 0,7L 40%;Whisky;240,00;240,00;20
38;http://localhost:8080/img/images/ABERFELDY-12YO-WHISKY-07L-40.jpg;ABERFELDY 12YO WHISKY 0,7L 40%;Whisky;220,00;220,00;26
39;http://localhost:8080/img/images/ABERFELDY-16YO-WHISKY-07L-40.jpg;ABERFELDY 16YO WHISKY 0,7L 40%;Whisky;369,00;369,00;11
40;http://localhost:8080/img/images/ABERFELDY-21YO-WHISKY-07L-40.jpg;ABERFELDY 21YO WHISKY 0,7L 40%;Whisky;799,00;799,00;27
41;http://localhost:8080/img/images/ABERFELDY-25YO-125TH-ANNIVERSARY-EDITION-WHISKY-07L-46.jpg;ABERFELDY 25YO 125TH ANNIVERSARY EDITION WHISKY 0,7L 46%;Whisky;3 199,00;3 199,00;29
42;http://localhost:8080/img/images/ABERLOUR-12YO-WHISKY-07L-40.jpg;ABERLOUR 12YO WHISKY 0,7L 40%;Whisky;229,00;229,00;27
43;http://localhost:8080/img/images/ABERLOUR-ABUNADH-WHISKY-07L-609.jpg;ABERLOUR A'BUNADH WHISKY 0,7L 60,9%;Whisky;465,00;465,00;19
44;http://localhost:8080/img/images/ABERLOUR-CASG-ANNAMH-WHISKY-07L-48.jpg;ABERLOUR CASG ANNAMH WHISKY 0,7L 48%;Whisky;299,00;299,00;10
45;http://localhost:8080/img/images/AKASHI-JAPANESE-BLENDED-WHITE-OAK-WHISKY-05L-40.jpg;AKASHI JAPANESE BLENDED WHITE OAK WHISKY 0,5L 40%;Whisky;180,00;180,00;11
46;http://localhost:8080/img/images/AKASHI-JAPANESE-MEISEI-WHISKY-05L-40.jpg;AKASHI JAPANESE MEISEI WHISKY 0,5L 40%;Whisky;199,00;199,00;15
47;http://localhost:8080/img/images/AKASHI-JAPANESE-SHERRY-CASK-5YO-WHISKY-05L-50.jpg;AKASHI JAPANESE SHERRY CASK 5YO WHISKY 0,5L 50%;Whisky;735,00;735,00;30
48;http://localhost:8080/img/images/AKASHI-JAPANESE-SINGLE-MALT-WHITE-OAK-WHISKY-05L-46.jpg;AKASHI JAPANESE SINGLE MALT WHITE OAK WHISKY 0,5L 46%;Whisky;430,00;430,00;13
49;http://localhost:8080/img/images/1233-ANNO-DOMINI-APPLE-VODKA-07L-40.jpg;1233 ANNO DOMINI APPLE VODKA 0,7L 40%;Wódka;215,00;215,00;30
50;http://localhost:8080/img/images/1233-ANNO-DOMINI-GRAPE-VODKA-07L-40.jpg;1233 ANNO DOMINI GRAPE VODKA 0,7L 40%;Wódka;215,00;215,00;10
51;http://localhost:8080/img/images/3-KILOS-COCONUT-GOLD-VODKA-07L-375.jpg;3 KILOS COCONUT GOLD VODKA 0,7L 37,5%;Wódka;215,00;215,00;10
52;http://localhost:8080/img/images/3-KILOS-GOLD-VODKA-1L-40.jpg;3 KILOS GOLD VODKA 1L 40%;Wódka;279,00;279,00;27
53;http://localhost:8080/img/images/ABSOLUT-BLUE-VODKA-40.jpg;ABSOLUT BLUE VODKA 40%;Wódka;44,99;44,99;20
54;http://localhost:8080/img/images/ABSOLUT-ELYX-VODKA-07L-423.jpg;ABSOLUT ELYX VODKA 0,7L 42,3%;Wódka;165,00;165,00;25
55;http://localhost:8080/img/images/ABSOLUT-GRAPEFRUIT-VODKA-07L-40.jpg;ABSOLUT GRAPEFRUIT VODKA 0,7L 40%;Wódka;67,99;67,99;17
56;http://localhost:8080/img/images/ABSOLUT-KURANT-VODKA-07L-40.jpg;ABSOLUT KURANT VODKA 0,7L 40%;Wódka;67,99;67,99;26
57;http://localhost:8080/img/images/ABSOLUT-LIME-VODKA-07L-40.jpg;ABSOLUT LIME VODKA 0,7L 40%;Wódka;67,99;67,99;21
58;http://localhost:8080/img/images/ABSOLUT-PEARS-VODKA-07L-38.jpg;ABSOLUT PEARS VODKA 0,7L 38%;Wódka;67,99;67,99;17
59;http://localhost:8080/img/images/ADAM-MICKIEWICZ-PREMIUM-WÓDKA-40.jpg;ADAM MICKIEWICZ PREMIUM WÓDKA 40%;Wódka;41,99;41,99;14
60;http://localhost:8080/img/images/ADMIRALS-CLUB-VODKA-40-+-TUBA.jpg;ADMIRALS CLUB VODKA 40% + TUBA;Wódka;135,00;135,00;11
61;http://localhost:8080/img/images/ABSENTE-ABSYNT-07L-55.jpg;ABSENTE ABSYNT 0,7L 55%;Absynt;199,00;199,00;14
62;http://localhost:8080/img/images/ABSENTE-ABSYNT-07L-55-+-ŁYŻKA.jpg;ABSENTE ABSYNT 0,7L 55% + ŁYŻKA;Absynt;239,00;239,00;24
63;http://localhost:8080/img/images/ABSINTH-66-ABSYNT-05L-66.jpg;ABSINTH 66 ABSYNT 0,5L 66%;Absynt;190,00;190,00;23
64;http://localhost:8080/img/images/ABSINTH-MR.-JEKYLL-ABSYNT-07L-55.jpg;ABSINTH MR. JEKYLL ABSYNT 0,7L 55%;Absynt;100,00;100,00;29
65;http://localhost:8080/img/images/ABSINTHE-LE-DIABLE-BLEU-ABSYNT-07L-80.jpg;ABSINTHE LE DIABLE BLEU ABSYNT 0,7L 80%;Absynt;169,00;169,00;26
66;http://localhost:8080/img/images/ABSINTHE-LE-DIABLE-NOIR-ABSYNT-07L-85.jpg;ABSINTHE LE DIABLE NOIR ABSYNT 0,7L 85%;Absynt;175,00;175,00;25
67;http://localhost:8080/img/images/ABSINTHE-LE-DIABLE-VERT-ABSYNT-07L-70.jpg;ABSINTHE LE DIABLE VERT ABSYNT 0,7L 70%;Absynt;150,00;150,00;24
68;http://localhost:8080/img/images/APSINTHION-CANNABIS-ABSYNT-05L-55.jpg;APSINTHION CANNABIS ABSYNT 0,5L 55%;Absynt;120,00;120,00;22
69;http://localhost:8080/img/images/APSINTHION-DE-LUXE-ABSYNT-05L-55.jpg;APSINTHION DE LUXE ABSYNT 0,5L 55%;Absynt;115,00;115,00;27
70;http://localhost:8080/img/images/APSINTHION-GRAND-DE-LUXE-ABSYNT-05L-68.jpg;APSINTHION GRAND DE LUXE ABSYNT 0,5L 68%;Absynt;145,00;145,00;18
71;http://localhost:8080/img/images/APSINTHION-TOBACCO-ABSYNT-05L-55.jpg;APSINTHION TOBACCO ABSYNT 0,5L 55%;Absynt;120,00;120,00;20
72;http://localhost:8080/img/images/DIABLICA-KURNWICA-ABSYNT-05L-76.jpg;DIABLICA KURNWICA ABSYNT 0,5L 76%;Absynt;149,00;149,00;22
73;http://localhost:8080/img/images/ADMIRALS-CLUB-VODKA-40-+-TUBA.jpg;ADMIRALS CLUB VODKA 40% + TUBA;XXL;135,00;135,00;17
74;http://localhost:8080/img/images/BALLANTINES-FINEST-WHISKY-45L-40-+-HUŚTAWKA.jpg;BALLANTINE'S FINEST WHISKY 4,5L 40% + HUŚTAWKA;XXL;680,00;680,00;24
75;http://localhost:8080/img/images/BALLANTINES-FINEST-WHISKY-40.jpg;BALLANTINE'S FINEST WHISKY 40%;XXL;54,99;54,99;15
76;http://localhost:8080/img/images/BELVEDERE-VODKA-40.jpg;BELVEDERE VODKA 40%;XXL;129,00;129,00;23
77;http://localhost:8080/img/images/CHOPIN-POTATO-VODKA-40-+-KARTONIK.jpg;CHOPIN POTATO VODKA 40% + KARTONIK;XXL;125,00;125,00;19
78;http://localhost:8080/img/images/CHOPIN-RYE-VODKA-40-+-KARTONIK.jpg;CHOPIN RYE VODKA 40% + KARTONIK;XXL;85,99;85,99;14
79;http://localhost:8080/img/images/CZARNY-BOCIAN-WÓDKA-40.jpg;CZARNY BOCIAN WÓDKA 40%;XXL;47,99;47,99;26
80;http://localhost:8080/img/images/CZORNO-KURNWICA-WÓDKA-175L-40.jpg;CZORNO KURNWICA WÓDKA 1,75L 40%;XXL;350,00;350,00;16
81;http://localhost:8080/img/images/DĘBOWA-POLSKA-BECZKA-40.jpg;DĘBOWA POLSKA BECZKA 40%;XXL;285,00;285,00;28
82;http://localhost:8080/img/images/DĘBOWA-POLSKA-EXCELLENT-GAŚNICA-40.jpg;DĘBOWA POLSKA EXCELLENT GAŚNICA 40%;XXL;100,00;100,00;30
83;http://localhost:8080/img/images/FINLANDIA-VODKA-175L-40.jpg;FINLANDIA VODKA 1,75L 40%;XXL;165,00;165,00;10
84;http://localhost:8080/img/images/HANKEY-BANNISTER-WHISKY-40.jpg;HANKEY BANNISTER WHISKY 40%;XXL;67,99;67,99;26
85;http://localhost:8080/img/images/ARDBEG-22YO-SINGLE-MALT-WHISKY-07L-464.jpg;ARDBEG 22YO SINGLE MALT WHISKY 0,7L 46,4%;Drogie alkohole świata;3 600,00;3 600,00;16
86;http://localhost:8080/img/images/BALLANTINES-30YO-WHISKY-07L-40.jpg;BALLANTINE'S 30YO WHISKY 0,7L 40%;Drogie alkohole świata;1 670,00;1 670,00;21
87;http://localhost:8080/img/images/BARON-GASTON-LEGRAND-XO-CARAFFE-ARMAGNAC-07L-40.jpg;BARON GASTON LEGRAND XO CARAFFE ARMAGNAC 0,7L 40%;Drogie alkohole świata;1 565,00;1 565,00;12
88;http://localhost:8080/img/images/BRUICHLADDICH-OCTOMORE-7.3-WHISKY-07L-63.jpg;BRUICHLADDICH OCTOMORE 7.3 WHISKY 0,7L 63%;Drogie alkohole świata;1 350,00;1 350,00;16
89;http://localhost:8080/img/images/CHIVAS-REGAL-12YO-WHISKY-45L-40-+-HUŚTAWKA.jpg;CHIVAS REGAL 12YO WHISKY 4,5L 40% + HUŚTAWKA;Drogie alkohole świata;1 250,00;1 250,00;18
90;http://localhost:8080/img/images/CHOPIN-TRIBUTE-EDITION-VODKA-1L-40.jpg;CHOPIN TRIBUTE EDITION VODKA 1L 40%;Drogie alkohole świata;1 600,00;1 600,00;27
91;http://localhost:8080/img/images/DALMORE-18YO-2022-EDITION-WHISKY-07L-40.jpg;DALMORE 18YO 2022 EDITION WHISKY 0,7L 40%;Drogie alkohole świata;1 690,00;1 690,00;21
92;http://localhost:8080/img/images/DALMORE-25YO-WHISKY-07L-42.jpg;DALMORE 25YO WHISKY 0,7L 42%;Drogie alkohole świata;8 950,00;8 950,00;25
93;http://localhost:8080/img/images/DALMORE-KING-ALEXANDER-III-WHISKY-07L-40.jpg;DALMORE KING ALEXANDER III WHISKY 0,7L 40%;Drogie alkohole świata;1 495,00;1 495,00;23
94;http://localhost:8080/img/images/DELUXE-CRYSTAL-VODKA-07L-40.jpg;DELUXE CRYSTAL VODKA 0,7L 40%;Drogie alkohole świata;2 499,00;2 499,00;12
95;http://localhost:8080/img/images/FETTERCAIRN-28YO-WHISKY-07L-42.jpg;FETTERCAIRN 28YO WHISKY 0,7L 42%;Drogie alkohole świata;5 590,00;5 590,00;14
96;http://localhost:8080/img/images/GLENFIDDICH-26YO-GRANDE-COURONNE-WHISKY-07L-438.jpg;GLENFIDDICH 26YO GRANDE COURONNE WHISKY 0,7L 43,8%;Drogie alkohole świata;3 900,00;3 900,00;20
97;http://localhost:8080/img/images/ARMAGNAC-DE-CASTELFORT-VS-07L-40.jpg;ARMAGNAC DE CASTELFORT VS 0,7L 40%;Armaniak;240,00;240,00;18
98;http://localhost:8080/img/images/BARON-GASTON-LEGRAND-VS-ARMAGNAC-07L-40.jpg;BARON GASTON LEGRAND VS ARMAGNAC 0,7L 40%;Armaniak;310,00;310,00;27
99;http://localhost:8080/img/images/BARON-GASTON-LEGRAND-VSOP-ARMAGNAC-07L-40.jpg;BARON GASTON LEGRAND VSOP ARMAGNAC 0,7L 40%;Armaniak;389,00;389,00;21
100;http://localhost:8080/img/images/BARON-GASTON-LEGRAND-XO-CARAFFE-ARMAGNAC-07L-40.jpg;BARON GASTON LEGRAND XO CARAFFE ARMAGNAC 0,7L 40%;Armaniak;1 565,00;1 565,00;15
101;http://localhost:8080/img/images/CLES-DE-DUCS-NAPOLEON-ARMAGNAC-05L-40.jpg;CLES DE DUCS NAPOLEON ARMAGNAC 0,5L 40%;Armaniak;125,00;125,00;10
102;http://localhost:8080/img/images/CLES-DE-DUCS-VS-ARMAGNAC-07L-40.jpg;CLES DE DUCS VS ARMAGNAC 0,7L 40%;Armaniak;140,00;140,00;12
103;http://localhost:8080/img/images/CLES-DE-DUCS-VSOP-ARMAGNAC-07L-40.jpg;CLES DE DUCS VSOP ARMAGNAC 0,7L 40%;Armaniak;189,00;189,00;23
104;http://localhost:8080/img/images/CLES-DE-DUCS-XO-ARMAGNAC-07L-40.jpg;CLES DE DUCS XO ARMAGNAC 0,7L 40%;Armaniak;350,00;350,00;13
105;http://localhost:8080/img/images/DOMAINE-TARIQUET-FOLLE-BLANCHE-ARMAGNAC-05L-46.jpg;DOMAINE TARIQUET FOLLE BLANCHE ARMAGNAC 0,5L 46%;Armaniak;150,00;150,00;21
106;http://localhost:8080/img/images/DUCASTAING-VS-ARMAGNAC-07L-40.jpg;DUCASTAING VS ARMAGNAC 0,7L 40%;Armaniak;140,00;140,00;23
107;http://localhost:8080/img/images/DUCASTAING-XO-ARMAGNAC-07L-40.jpg;DUCASTAING XO ARMAGNAC 0,7L 40%;Armaniak;290,00;290,00;27
108;http://localhost:8080/img/images/SEMPE-15YO-SAINT-PIERRE-ARMAGNAC-07L-40.jpg;SEMPE 15YO SAINT PIERRE ARMAGNAC 0,7L 40%;Armaniak;359,00;359,00;24
109;http://localhost:8080/img/images/1804-NAPOLEON-BRANDY-07L-36.jpg;1804 NAPOLEON BRANDY 0,7L 36%;Brandy;73,99;73,99;14
110;http://localhost:8080/img/images/ARARAT-3YO-BRANDY-07L-40.jpg;ARARAT 3YO BRANDY 0,7L 40%;Brandy;87,99;87,99;28
111;http://localhost:8080/img/images/ARARAT-5YO-BRANDY-07L-40.jpg;ARARAT 5YO BRANDY 0,7L 40%;Brandy;100,00;100,00;28
112;http://localhost:8080/img/images/ARARAT-AKHTAMAR-10YO-BRANDY-07L-40.jpg;ARARAT AKHTAMAR 10YO BRANDY 0,7L 40%;Brandy;199,00;199,00;20
113;http://localhost:8080/img/images/ARARAT-DVIN-AGED-COLLECTION-RESERVE-BRANDY-07L-50.jpg;ARARAT DVIN AGED COLLECTION RESERVE BRANDY 0,7L 50%;Brandy;369,00;369,00;22
114;http://localhost:8080/img/images/ARARAT-NAIRI-20YO-BRANDY--07L-40.jpg;ARARAT NAIRI 20YO BRANDY  0,7L 40%;Brandy;499,00;499,00;28
115;http://localhost:8080/img/images/ARARAT-OTBORNY-7YO-BRANDY-07L-40.jpg;ARARAT OTBORNY 7YO BRANDY 0,7L 40%;Brandy;155,00;155,00;14
116;http://localhost:8080/img/images/ARARAT-VASPURAKAN-15YO-BRANDY-07L-40.jpg;ARARAT VASPURAKAN 15YO BRANDY 0,7L 40%;Brandy;379,00;379,00;22
117;http://localhost:8080/img/images/ASBACH-8YO-BRANDY-07L-40.jpg;ASBACH 8YO BRANDY 0,7L 40%;Brandy;160,00;160,00;14
118;http://localhost:8080/img/images/ASBACH-URALT-BRANDY-07L-38.jpg;ASBACH URALT BRANDY 0,7L 38%;Brandy;94,99;94,99;30
119;http://localhost:8080/img/images/BUDAFOK-BRANDY-36.jpg;BUDAFOK BRANDY 36%;Brandy;41,99;41,99;12
120;http://localhost:8080/img/images/BUDAFOK-EXCLUSIVE-8YO-BRANDY-07L-36.jpg;BUDAFOK EXCLUSIVE 8YO BRANDY 0,7L 36%;Brandy;94,99;94,99;22
121;http://localhost:8080/img/images/APPLE-WÓDKA-ŻYTNIA-035L-40.jpg;APPLE WÓDKA ŻYTNIA 0,35L 40%;Ciekawy kształt;119,00;119,00;23
122;http://localhost:8080/img/images/APTECZKA-NA-167-PIEROŃSKICH-BOLEŚCI-4x01L-40.jpg;APTECZKA NA 167 PIEROŃSKICH BOLEŚCI 4x0,1L 40%;Ciekawy kształt;175,00;175,00;13
123;http://localhost:8080/img/images/APTECZKA-NA-OSTRY-WIECZÓR-I-NOCNE-HARCE-4x01L-40.jpg;APTECZKA NA OSTRY WIECZÓR I NOCNE HARCE 4x0,1L 40%;Ciekawy kształt;175,00;175,00;26
124;http://localhost:8080/img/images/AUTOBUS-LONDON-WÓDKA-ŻYTNIA-05L-40.jpg;AUTOBUS LONDON WÓDKA ŻYTNIA 0,5L 40%;Ciekawy kształt;180,00;180,00;16
125;http://localhost:8080/img/images/BABA-YAGA-PREMIUM-WÓDKA-1L-40.jpg;BABA YAGA PREMIUM WÓDKA 1L 40%;Ciekawy kształt;145,00;145,00;15
126;http://localhost:8080/img/images/BABA-YAGA-WHISKY-1L-40.jpg;BABA YAGA WHISKY 1L 40%;Ciekawy kształt;145,00;145,00;27
127;http://localhost:8080/img/images/BANKNOT-ZŁOTY-WÓDKA-ŻYTNIA-035L-40.jpg;BANKNOT ZŁOTY WÓDKA ŻYTNIA 0,35L 40%;Ciekawy kształt;105,00;105,00;29
128;http://localhost:8080/img/images/BULDOG-WÓDKA-ŻYTNIA-05L-40.jpg;BULDOG WÓDKA ŻYTNIA 0,5L 40%;Ciekawy kształt;175,00;175,00;23
129;http://localhost:8080/img/images/BULDOŻER-Z-CYSTERNĄ-BRANDY-02L-40.jpg;BULDOŻER Z CYSTERNĄ BRANDY 0,2L 40%;Ciekawy kształt;289,00;289,00;13
130;http://localhost:8080/img/images/CIĘŻARÓWKA-BRANDY-035L-40.jpg;CIĘŻARÓWKA BRANDY 0,35L 40%;Ciekawy kształt;299,00;299,00;20
131;http://localhost:8080/img/images/COSA-NOSTRA-WHISKY-07L-40.jpg;COSA NOSTRA WHISKY 0,7L 40%;Ciekawy kształt;249,00;249,00;28
132;http://localhost:8080/img/images/CRYSTAL-HEAD-AURORA-VODKA-07L-40.jpg;CRYSTAL HEAD AURORA VODKA 0,7L 40%;Ciekawy kształt;410,00;410,00;20
133;http://localhost:8080/img/images/DĘBOWA-POLSKA-40.jpg;DĘBOWA POLSKA 40%;Dębowa Polska;63,99;63,99;13
134;http://localhost:8080/img/images/DĘBOWA-POLSKA-40-+-TUBA.jpg;DĘBOWA POLSKA 40% + TUBA;Dębowa Polska;84,99;84,99;19
135;http://localhost:8080/img/images/DĘBOWA-POLSKA-ADVOCAT-LIKIER-07L-20-+-CZEKOLADOWE-KIELISZKI.jpg;DĘBOWA POLSKA ADVOCAT LIKIER 0,7L 20% + CZEKOLADOWE KIELISZKI;Dębowa Polska;100,00;100,00;16
136;http://localhost:8080/img/images/DĘBOWA-POLSKA-ADVOCATKA-CHOCOLATE-CREAM-LIKIER-07L-21.jpg;DĘBOWA POLSKA ADVOCATKA CHOCOLATE CREAM LIKIER 0,7L 21%;Dębowa Polska;81,99;81,99;26
137;http://localhost:8080/img/images/DĘBOWA-POLSKA-ADVOCATKA-COFFEE-CREAM-LIKIER-07L-18.jpg;DĘBOWA POLSKA ADVOCATKA COFFEE CREAM LIKIER 0,7L 18%;Dębowa Polska;84,99;84,99;13
138;http://localhost:8080/img/images/DĘBOWA-POLSKA-ADVOCATKA-GOLDEN-CREAM-LIKIER-07L-20.jpg;DĘBOWA POLSKA ADVOCATKA GOLDEN CREAM LIKIER 0,7L 20%;Dębowa Polska;79,99;79,99;15
139;http://localhost:8080/img/images/DĘBOWA-POLSKA-ANTAŁEK-GÓRNIKA-07L-40.jpg;DĘBOWA POLSKA ANTAŁEK GÓRNIKA 0,7L 40%;Dębowa Polska;185,00;185,00;13
140;http://localhost:8080/img/images/DĘBOWA-POLSKA-ANTAŁEK-MEDYKA-07L-40.jpg;DĘBOWA POLSKA ANTAŁEK MEDYKA 0,7L 40%;Dębowa Polska;185,00;185,00;10
